ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Quality_Score
462726,Female,Yes,75,Yes,Homemaker,1.0,3,5.0,Cat_6,B,5.0
466919,Male,No,19,No,Doctor,5.0,1,5.0,Cat_3,D,5.6310160427807485
467949,Male,No,22,No,Healthcare,1.0,1,4.0,Cat_4,D,5.591394658753709
462406,Male,Yes,27,No,Engineer,6.0,1,3.0,Cat_6,D,5.409756097560975
460434,Male,5,57,Yes,Artist,3.0,3,3.0,Cat_6,D,5.496388888888888
463729,Female,No,32,No,Artist,5.0,1,5.0,Cat_1,B,5.734249999999999
466827,Male,Yes,37,No,Entertainment,0.0,2,4.0,Cat_3,D,5.427374301675978
463641,Female,No,33,Yes,Marketing,1.0,1,3.0,Cat_5,B,5.62827763496144
467294,Female,Yes,57,No,Engineer,0.0,1,1.0,Cat_6,B,5.632957746478873
460875,Male,No,35,Yes,Entertainment,0.0,1,3.0,Cat_3,A,5.618489583333333
459183,Female,No,26,Yes,Artist,1.0,1,3.0,Cat_2,A,5.390932642487047
464541,Male,No,31,Yes,Doctor,1.0,1,2.0,Cat_6,A,5.370523415977961
461249,Female,No,53,Yes,Artist,1.0,1,5.0,Cat_7,D,5.41119592875318
462959,Female,Yes,56,Yes,Engineer,2.0,3,2.0,Cat_6,B,5.465599999999999
459922,Male,Yes,65,Yes,Lawyer,0.0,1,1.0,Cat_4,D,5.339108910891089
467935,Male,No,23,No,Healthcare,7.0,1,3.0,Cat_6,D,5.453389830508475
461382,Male,Yes,68,No,Executive,1.0,3,2.0,Cat_6,B,5.389839572192513
462521,Female,No,32,No,Homemaker,9.0,1,1.0,Cat_6,D,5.734249999999999
463296,Female,No,21,No,Healthcare,0.0,1,5.0,Cat_6,D,5.670555555555556
467003,Female,Yes,61,Yes,Artist,5.0,1,2.0,Cat_6,C,5.6128534704370185
459705,Male,Yes,25,Yes,Entertainment,1.0,2,2.0,Cat_6,A,5.4602179836512255
459984,Female,Yes,36,Yes,Entertainment,0.0,2,3.0,Cat_6,B,5.604884318766066
466051,Male,No,25,No,Executive,3.0,1,1.0,Cat_4,A,5.4602179836512255
463583,Male,Yes,58,Yes,Artist,9.0,2,4.0,Cat_6,C,5.646280991735537
466100,Male,Yes,66,Yes,Executive,1.0,1,2.0,Cat_6,A,5.247787610619469
461427,Female,No,42,Yes,Artist,1.0,1,2.0,Cat_6,A,5.681212121212121
464193,Female,Yes,36,Yes,Doctor,13.0,1,2.0,Cat_6,B,5.604884318766066
467835,Male,Yes,58,No,Artist,9.0,1,2.0,Cat_6,B,5.646280991735537
463000,Female,No,36,No,Engineer,0.0,1,1.0,Cat_6,A,5.604884318766066
462457,Male,No,28,No,Healthcare,2.0,1,4.0,Cat_6,C,5.354925373134328
460426,Male,Yes,45,No,Artist,4.0,2,2.0,Cat_6,C,5.33225
466024,Female,Yes,35,No,Entertainment,10.0,1,2.0,Cat_3,A,5.522666666666667
467031,Male,Yes,59,Yes,Artist,11.0,2,3.0,Cat_6,C,5.561213720316622
467440,Male,Yes,49,Yes,Entertainment,0.0,1,1.0,Cat_6,A,5.340104166666666
464377,Female,No,51,Yes,Entertainment,0.0,1,1.0,Cat_6,A,5.518232044198895
465870,Male,No,40,Yes,Artist,5.0,1,2.0,Cat_6,A,5.467532467532467
460677,Female,5,49,No,Healthcare,2.0,2,2.0,Cat_3,D,5.481896551724137
460095,Female,Yes,74,Yes,Lawyer,1.0,1,1.0,Cat_6,C,5.0
463297,Male,No,27,Yes,Healthcare,4.0,1,2.0,Cat_6,D,5.409756097560975
461790,Male,Yes,70,Yes,Artist,0.0,3,2.0,Cat_6,C,5.0
467410,Female,Yes,62,Yes,Lawyer,0.0,1,2.0,Cat_6,C,5.382383419689119
465904,Male,No,37,Yes,Artist,9.0,1,1.0,Cat_6,A,5.427374301675978
459393,Female,No,40,No,Healthcare,8.0,1,3.0,Cat_3,D,5.43771712158809
465712,Male,No,47,Yes,5,0.0,1,1.0,Cat_6,B,5.635260115606936
465771,Male,Yes,52,Yes,Entertainment,1.0,2,4.0,Cat_6,B,5.434159779614324
462013,Female,Yes,57,Yes,Executive,0.0,2,2.0,Cat_6,C,5.632957746478873
465620,Male,No,37,Yes,Artist,8.0,1,3.0,Cat_6,C,5.427374301675978
459840,Male,Yes,60,Yes,Artist,1.0,1,1.0,Cat_6,B,5.5475218658892125
461460,Male,Yes,43,Yes,Executive,7.0,3,3.0,Cat_6,B,5.510000000000001
466317,Male,Yes,37,Yes,Entertainment,4.0,1,1.0,Cat_6,B,5.427374301675978
461962,Male,Yes,59,Yes,Entertainment,1.0,2,3.0,Cat_6,B,5.561213720316622
466071,Female,Yes,60,Yes,Artist,2.0,1,3.0,Cat_4,B,5.3567484662576685
460796,Male,Yes,69,No,Lawyer,1.0,1,3.0,Cat_6,C,5.420994475138121
467012,Male,Yes,49,Yes,Executive,1.0,3,4.0,Cat_6,C,5.340104166666666
460357,Male,No,23,No,Healthcare,1.0,1,5.0,Cat_6,D,5.453389830508475
460182,Female,Yes,43,Yes,Artist,2.0,2,3.0,Cat_6,B,5.389572192513368
460491,Female,No,22,No,Healthcare,1.0,1,7.0,Cat_3,D,5.602393617021277
466630,Male,No,29,No,Healthcare,0.0,1,4.0,Cat_6,C,5.493261455525606
466331,Male,Yes,26,Yes,Marketing,0.0,1,2.0,Cat_3,D,5.5598853868194835
463912,Female,Yes,36,No,Artist,1.0,2,4.0,Cat_4,B,5.604884318766066
461728,Female,No,55,Yes,Entertainment,1.0,1,1.0,Cat_6,A,5.451052631578948
463278,Female,Yes,59,Yes,Engineer,0.0,1,1.0,Cat_3,B,5.473033707865168
459413,Female,Yes,83,Yes,Artist,5.0,3,2.0,Cat_6,A,5.0
465659,Female,No,55,Yes,Doctor,3.0,1,5.0,Cat_3,C,5.451052631578948
461746,Male,Yes,53,Yes,Artist,2.0,2,3.0,Cat_6,C,5.4153439153439145
465574,Male,Yes,62,Yes,Artist,1.0,2,3.0,Cat_3,B,5.405405405405405
462170,Male,Yes,73,No,Executive,0.0,3,3.0,Cat_6,A,5.0
460626,Male,Yes,45,No,Doctor,9.0,3,4.0,Cat_6,D,5.33225
466122,Female,5,28,Yes,Healthcare,4.0,1,8.0,Cat_3,C,5.661891891891893
466678,Male,No,28,Yes,Healthcare,1.0,1,4.0,Cat_6,D,5.354925373134328
464930,Male,No,25,No,Marketing,0.0,1,2.0,Cat_4,A,5.4602179836512255
465447,Male,Yes,52,Yes,Engineer,1.0,2,3.0,Cat_4,C,5.434159779614324
467549,Male,Yes,61,Yes,Entertainment,11.0,2,3.0,Cat_6,A,5.574114441416893
463718,Female,No,27,Yes,Artist,1.0,1,4.0,Cat_6,D,5.554330708661417
467626,Male,Yes,31,Yes,Entertainment,8.0,2,2.0,Cat_6,B,5.370523415977961
459058,Male,No,40,Yes,Artist,1.0,1,4.0,Cat_3,A,5.467532467532467
461983,Male,No,27,Yes,Artist,1.0,1,3.0,Cat_6,B,5.409756097560975
461207,Female,No,60,Yes,Artist,6.0,1,1.0,Cat_6,B,5.3567484662576685
467585,Male,Yes,40,Yes,Healthcare,6.0,3,2.0,Cat_6,A,5.467532467532467
464604,Male,Yes,32,No,Entertainment,5.0,1,2.0,Cat_4,A,5.798994974874372
462529,Female,Yes,42,Yes,Engineer,1.0,1,2.0,Cat_6,B,5.681212121212121
460475,Male,Yes,32,Yes,Doctor,0.0,2,2.0,Cat_3,D,5.798994974874372
463553,Male,No,27,Yes,Artist,9.0,1,2.0,Cat_6,B,5.409756097560975
460912,Male,No,29,No,Entertainment,1.0,1,5.0,Cat_6,D,5.493261455525606
461715,Male,No,43,Yes,Entertainment,0.0,1,5.0,Cat_2,A,5.510000000000001
459567,Male,Yes,48,Yes,Doctor,1.0,2,2.0,Cat_6,C,5.618260869565217
462340,Male,Yes,62,No,Entertainment,1.0,2,6.0,Cat_6,B,5.405405405405405
461834,Female,No,42,Yes,Artist,7.0,1,2.0,Cat_6,C,5.681212121212121
459677,Male,Yes,25,Yes,Artist,8.0,2,2.0,Cat_6,B,5.4602179836512255
465148,Male,No,31,No,Artist,1.0,1,5.0,5,A,5.370523415977961
467911,Male,Yes,61,Yes,Healthcare,1.0,1,4.0,Cat_6,D,5.574114441416893
462981,Female,No,26,No,Homemaker,8.0,1,1.0,Cat_6,D,5.390932642487047
463055,Female,No,27,Yes,Doctor,1.0,1,4.0,Cat_4,B,5.554330708661417
461884,Female,Yes,40,Yes,Artist,0.0,1,2.0,Cat_6,B,5.43771712158809
467834,Female,No,23,No,Healthcare,0.0,1,4.0,Cat_2,D,5.400294985250737
463019,Male,Yes,45,Yes,Executive,0.0,3,4.0,Cat_6,B,5.33225
466996,Female,No,37,Yes,Artist,9.0,1,1.0,Cat_6,A,5.56231884057971
463026,Male,Yes,28,Yes,Doctor,5.0,1,2.0,Cat_6,D,5.354925373134328
459479,Male,Yes,70,No,Marketing,1.0,1,2.0,Cat_6,A,5.0
465565,Male,Yes,37,Yes,Artist,1.0,2,2.0,Cat_6,C,5.427374301675978
459523,Female,No,19,No,Doctor,1.0,1,4.0,Cat_6,D,5.411049723756906
464707,Male,Yes,48,No,5,1.0,2,4.0,Cat_4,A,5.618260869565217
466796,Male,5,56,Yes,Artist,0.0,2,5.0,Cat_6,A,5.576308539944903
462977,Male,Yes,36,No,Artist,5.0,2,3.0,Cat_6,B,5.542547425474254
462369,Male,Yes,63,No,Entertainment,1.0,2,5.0,Cat_6,C,5.550857142857143
463053,Female,Yes,68,Yes,Artist,1.0,2,2.0,Cat_6,C,5.381643835616439
462139,Female,No,27,Yes,Healthcare,1.0,1,4.0,Cat_2,C,5.554330708661417
460922,Male,No,30,Yes,Entertainment,1.0,1,3.0,Cat_6,D,5.450123456790123
463706,Female,No,33,Yes,Doctor,0.0,1,3.0,Cat_6,D,5.62827763496144
465703,Male,Yes,25,No,Entertainment,2.0,1,2.0,Cat_4,A,5.4602179836512255
462796,Female,No,37,Yes,Entertainment,1.0,1,2.0,Cat_7,C,5.56231884057971
459558,Male,No,30,Yes,Entertainment,0.0,1,3.0,Cat_6,D,5.450123456790123
459716,Female,Yes,66,Yes,Engineer,8.0,2,2.0,Cat_6,C,5.742051282051282
460599,Female,No,31,No,Engineer,0.0,1,1.0,Cat_3,D,5.382561307901907
465775,Female,No,31,Yes,Engineer,9.0,1,3.0,Cat_6,D,5.382561307901907
465392,Female,Yes,45,Yes,Artist,8.0,3,5.0,Cat_6,C,5.455764075067024
464783,Male,Yes,42,No,Entertainment,0.0,1,3.0,Cat_4,A,5.310327455919395
459439,Female,Yes,46,Yes,Artist,1.0,2,2.0,Cat_6,A,5.458981233243968
464356,Female,Yes,76,Yes,Lawyer,1.0,3,2.0,Cat_6,B,5.0
459881,Male,No,25,Yes,Healthcare,8.0,1,4.0,Cat_6,D,5.4602179836512255
461772,Female,Yes,41,Yes,Engineer,1.0,2,3.0,Cat_4,B,5.454076086956522
460551,Male,Yes,49,Yes,Engineer,0.0,2,2.0,Cat_3,C,5.340104166666666
466047,Male,No,32,No,5,0.0,1,5.0,Cat_4,A,5.798994974874372
462248,Male,Yes,55,No,Artist,0.0,1,2.0,Cat_6,B,5.437640449438202
465011,Male,Yes,66,Yes,Executive,3.0,3,2.0,Cat_6,C,5.247787610619469
467898,Female,Yes,68,Yes,Artist,0.0,1,1.0,Cat_6,C,5.381643835616439
461035,Male,No,21,No,5,7.0,1,5.0,Cat_3,D,5.481889763779527
465382,Female,No,39,Yes,Artist,0.0,1,5.0,Cat_6,B,5.434864864864864
464460,Female,No,26,Yes,Healthcare,1.0,1,2.0,Cat_6,D,5.390932642487047
466291,Male,No,22,No,Healthcare,5.0,1,5.0,Cat_4,D,5.591394658753709
461397,Male,No,20,No,Healthcare,0.0,1,4.0,Cat_6,D,5.475555555555555
464302,Female,Yes,50,Yes,Doctor,1.0,1,3.0,Cat_6,B,5.416020671834626
465458,Female,Yes,84,Yes,Artist,1.0,3,2.0,Cat_6,A,5.0
467276,Male,No,43,Yes,Artist,12.0,1,5.0,Cat_6,C,5.510000000000001
461129,Female,Yes,63,Yes,Entertainment,0.0,2,4.0,Cat_6,B,5.393859649122806
467406,Male,No,37,Yes,Entertainment,9.0,1,1.0,Cat_6,D,5.427374301675978
463140,Male,Yes,31,No,Engineer,5.0,2,3.0,Cat_3,A,5.370523415977961
460980,Male,No,26,No,Entertainment,1.0,1,3.0,Cat_3,D,5.5598853868194835
464666,Male,Yes,41,Yes,Entertainment,2.0,2,3.0,Cat_4,D,5.365159574468085
464236,Female,Yes,62,Yes,Artist,1.0,3,2.0,Cat_6,B,5.382383419689119
466898,Male,Yes,45,Yes,Executive,0.0,3,4.0,Cat_6,B,5.33225
462736,Female,Yes,28,No,Engineer,6.0,1,3.0,Cat_6,A,5.661891891891893
467952,Female,Yes,89,Yes,Lawyer,0.0,3,2.0,Cat_6,C,5.0
461399,Male,No,20,No,Healthcare,0.0,1,4.0,Cat_6,D,5.475555555555555
466320,Female,No,40,Yes,Engineer,9.0,1,2.0,Cat_4,B,5.43771712158809
465142,Male,No,23,No,Healthcare,0.0,1,4.0,Cat_6,D,5.453389830508475
460334,Male,No,41,Yes,Artist,4.0,1,1.0,Cat_6,A,5.365159574468085
460745,Male,Yes,78,No,Lawyer,1.0,3,2.0,Cat_6,A,5.0
459812,Female,No,43,Yes,Engineer,0.0,1,1.0,Cat_3,A,5.389572192513368
465197,Female,Yes,57,Yes,Artist,0.0,3,4.0,Cat_6,C,5.632957746478873
462068,Male,Yes,55,Yes,Executive,1.0,3,3.0,Cat_6,C,5.437640449438202
463592,Female,No,27,Yes,Engineer,11.0,1,1.0,Cat_6,B,5.554330708661417
467352,Male,Yes,51,Yes,Executive,1.0,3,4.0,Cat_6,C,5.592458100558659
465030,Male,Yes,35,Yes,Executive,9.0,3,4.0,Cat_6,C,5.618489583333333
462095,Male,Yes,49,Yes,Entertainment,1.0,2,3.0,Cat_1,A,5.340104166666666
460248,Female,No,33,Yes,Healthcare,7.0,1,2.0,Cat_6,D,5.62827763496144
464286,Female,Yes,60,Yes,Artist,1.0,2,2.0,Cat_6,C,5.3567484662576685
464248,Male,Yes,52,Yes,Artist,8.0,1,3.0,Cat_6,C,5.434159779614324
459167,Female,No,42,Yes,Artist,1.0,1,2.0,Cat_5,C,5.681212121212121
462710,Female,No,28,Yes,Marketing,2.0,1,3.0,Cat_6,D,5.661891891891893
462731,Female,Yes,43,Yes,Artist,5.0,3,3.0,Cat_6,B,5.389572192513368
464475,Male,No,25,Yes,Healthcare,0.0,1,4.0,Cat_6,C,5.4602179836512255
466899,Female,Yes,51,Yes,Artist,5.0,1,2.0,Cat_6,C,5.518232044198895
460108,Male,Yes,42,Yes,Artist,1.0,2,3.0,Cat_2,C,5.310327455919395
460606,Male,No,20,No,Healthcare,5.0,1,5.0,Cat_7,D,5.475555555555555
459096,Male,5,80,No,Lawyer,0.0,1,1.0,Cat_6,A,5.0
467942,Female,Yes,41,Yes,Artist,1.0,3,4.0,Cat_2,C,5.454076086956522
463264,Female,Yes,71,Yes,Lawyer,0.0,1,2.0,Cat_6,C,5.0
462089,Female,Yes,42,Yes,Artist,0.0,2,2.0,Cat_6,C,5.681212121212121
467756,Male,Yes,56,Yes,Artist,1.0,2,2.0,Cat_6,C,5.576308539944903
461323,Female,Yes,41,Yes,Healthcare,6.0,2,2.0,Cat_6,C,5.454076086956522
459563,Male,Yes,72,Yes,Entertainment,7.0,1,2.0,Cat_6,A,5.0
467602,Female,No,30,No,Entertainment,1.0,1,4.0,Cat_6,D,5.37621359223301
462562,Female,No,25,Yes,Entertainment,0.0,1,6.0,Cat_2,C,5.425543478260869
461588,Male,No,33,Yes,Marketing,0.0,1,4.0,Cat_2,D,5.39891304347826
465691,Male,No,26,Yes,Artist,5.0,1,5.0,Cat_4,A,5.5598853868194835
460894,Male,Yes,38,No,Executive,5.0,3,3.0,Cat_6,A,5.748684210526315
459151,Male,Yes,60,Yes,Lawyer,9.0,1,2.0,Cat_6,B,5.5475218658892125
466417,Female,Yes,79,No,Lawyer,1.0,3,3.0,Cat_6,A,5.0
466837,Female,No,38,Yes,Marketing,9.0,1,4.0,Cat_5,D,5.573066666666667
466918,Male,Yes,56,Yes,Artist,1.0,2,1.0,Cat_6,C,5.576308539944903
464133,Male,Yes,73,No,Homemaker,2.0,1,1.0,Cat_6,A,5.0
466101,Female,No,22,No,Healthcare,0.0,1,7.0,Cat_6,D,5.602393617021277
464289,Male,Yes,42,No,Marketing,1.0,1,3.0,Cat_6,A,5.310327455919395
461936,Male,Yes,72,No,Lawyer,0.0,3,2.0,Cat_6,B,5.0
459301,Female,No,33,Yes,Healthcare,0.0,1,3.0,Cat_6,C,5.62827763496144
462284,Male,Yes,53,Yes,Executive,1.0,2,4.0,Cat_6,B,5.4153439153439145
463290,Female,No,25,No,Healthcare,1.0,1,5.0,Cat_6,B,5.425543478260869
462413,Male,Yes,46,Yes,Artist,0.0,2,3.0,Cat_6,C,5.545454545454546
466814,Male,No,18,No,Healthcare,0.0,1,3.0,Cat_6,D,5.483844011142061
460996,Female,No,60,Yes,Engineer,1.0,1,1.0,Cat_6,A,5.3567484662576685
459714,Male,No,22,No,Doctor,2.0,1,4.0,Cat_6,C,5.591394658753709
464829,Male,No,22,No,Healthcare,9.0,1,5.0,Cat_4,D,5.591394658753709
467474,Male,No,18,No,Healthcare,3.0,1,5.0,Cat_6,D,5.483844011142061
466134,Male,Yes,39,Yes,Doctor,0.0,3,3.0,Cat_6,C,5.413941018766756
460496,Male,No,19,No,Healthcare,7.0,1,5.0,Cat_3,D,5.6310160427807485
461995,Female,No,30,No,Artist,7.0,1,1.0,Cat_6,A,5.37621359223301
466798,Male,No,23,No,Healthcare,4.0,1,5.0,Cat_6,D,5.453389830508475
461086,Male,No,23,No,Healthcare,1.0,1,7.0,Cat_3,D,5.453389830508475
459306,Female,No,48,Yes,Artist,4.0,1,1.0,Cat_6,C,5.413370473537604
464919,Male,Yes,39,Yes,Artist,9.0,1,1.0,Cat_4,A,5.413941018766756
461798,Female,No,56,Yes,Artist,0.0,1,1.0,Cat_6,A,5.465599999999999
466987,Male,Yes,63,No,Artist,5.0,2,2.0,Cat_6,C,5.550857142857143
459329,Female,Yes,71,No,Engineer,1.0,3,4.0,Cat_3,A,5.0
465174,Female,Yes,70,Yes,Entertainment,1.0,3,2.0,Cat_6,B,5.0
460979,Male,Yes,84,No,Lawyer,1.0,1,1.0,Cat_6,A,5.0
465272,Male,Yes,39,Yes,Executive,0.0,3,6.0,Cat_6,C,5.413941018766756
460463,Male,Yes,42,Yes,Artist,6.0,1,4.0,Cat_3,A,5.310327455919395
460246,Male,Yes,46,Yes,Artist,4.0,1,2.0,Cat_6,B,5.545454545454546
463423,Male,Yes,63,No,Executive,0.0,2,3.0,Cat_6,B,5.550857142857143
466992,Female,Yes,55,No,Artist,0.0,1,3.0,Cat_6,C,5.451052631578948
461530,Male,Yes,42,Yes,Engineer,1.0,1,2.0,Cat_6,A,5.310327455919395
463615,Female,Yes,58,Yes,Artist,5.0,2,2.0,Cat_6,C,5.360110803324099
465101,Female,Yes,88,Yes,Lawyer,1.0,1,1.0,Cat_6,D,5.0
464997,Male,Yes,43,Yes,Artist,5.0,2,2.0,Cat_6,B,5.510000000000001
462255,Male,Yes,73,Yes,Executive,1.0,3,3.0,Cat_6,C,5.0
460734,Male,Yes,35,Yes,Entertainment,8.0,2,5.0,Cat_2,D,5.618489583333333
462616,Male,No,30,No,Healthcare,0.0,1,5.0,Cat_4,D,5.450123456790123
460968,Male,Yes,30,No,Doctor,11.0,2,2.0,Cat_3,A,5.450123456790123
465235,Male,Yes,46,Yes,Healthcare,1.0,3,3.0,Cat_6,C,5.545454545454546
461818,Female,Yes,43,Yes,Artist,2.0,2,2.0,Cat_6,C,5.389572192513368
463171,Female,Yes,36,No,Entertainment,1.0,3,3.0,Cat_3,A,5.604884318766066
460776,Female,Yes,47,Yes,5,2.0,1,1.0,5,D,5.423209169054441
461634,Male,Yes,63,Yes,Entertainment,1.0,1,1.0,Cat_6,A,5.550857142857143
462150,Male,Yes,35,Yes,Artist,7.0,1,2.0,Cat_6,C,5.618489583333333
461503,Female,No,31,Yes,Artist,9.0,1,2.0,Cat_6,B,5.382561307901907
464408,Female,Yes,45,Yes,Artist,5.0,2,4.0,Cat_4,C,5.455764075067024
463163,Male,No,26,No,Executive,2.0,1,2.0,Cat_3,D,5.5598853868194835
462358,Male,Yes,37,No,Doctor,4.0,2,2.0,Cat_6,A,5.427374301675978
460647,Female,Yes,26,No,Doctor,1.0,2,2.0,Cat_4,D,5.390932642487047
464888,Male,Yes,37,No,Entertainment,0.0,1,5.0,Cat_4,A,5.427374301675978
461652,Female,Yes,53,Yes,Artist,1.0,2,3.0,Cat_6,C,5.41119592875318
467062,Female,No,55,Yes,Artist,1.0,1,1.0,Cat_3,A,5.451052631578948
467157,Male,Yes,42,Yes,Executive,9.0,3,6.0,Cat_7,B,5.310327455919395
462509,Female,Yes,46,Yes,Artist,0.0,2,2.0,Cat_6,C,5.458981233243968
459469,Male,Yes,30,Yes,Healthcare,5.0,1,6.0,Cat_6,A,5.450123456790123
465499,Male,No,63,Yes,Artist,0.0,1,1.0,Cat_6,A,5.550857142857143
464913,Male,Yes,52,Yes,Entertainment,0.0,1,4.0,Cat_4,B,5.434159779614324
465969,Female,No,28,Yes,Doctor,12.0,1,2.0,Cat_7,D,5.661891891891893
464922,Female,No,20,No,Healthcare,0.0,1,5.0,Cat_4,D,5.522368421052631
463022,Male,Yes,60,Yes,Executive,4.0,3,3.0,Cat_6,C,5.5475218658892125
464704,Male,Yes,42,Yes,Healthcare,0.0,2,4.0,Cat_4,B,5.310327455919395
462345,Male,Yes,46,Yes,Doctor,1.0,2,6.0,Cat_4,B,5.545454545454546
461439,Male,Yes,37,Yes,Artist,1.0,2,2.0,Cat_6,C,5.427374301675978
461599,Female,No,42,Yes,Artist,8.0,1,1.0,Cat_6,B,5.681212121212121
465705,Female,Yes,46,Yes,Artist,1.0,2,4.0,Cat_6,C,5.458981233243968
461043,Male,Yes,49,No,Healthcare,0.0,1,7.0,Cat_4,D,5.340104166666666
467551,Female,Yes,89,No,Lawyer,0.0,3,2.0,Cat_6,B,5.0
464053,Female,Yes,38,No,Entertainment,4.0,1,1.0,Cat_6,B,5.573066666666667
459282,Male,Yes,48,Yes,Artist,0.0,2,2.0,Cat_6,C,5.618260869565217
461649,Female,Yes,51,Yes,Artist,3.0,1,4.0,Cat_6,B,5.518232044198895
464389,Male,Yes,73,Yes,Artist,1.0,3,2.0,Cat_2,C,5.0
464293,Male,No,30,Yes,Healthcare,1.0,1,4.0,Cat_6,C,5.450123456790123
461739,Female,Yes,46,Yes,Artist,1.0,1,5.0,Cat_6,C,5.458981233243968
465320,Female,Yes,65,Yes,Lawyer,1.0,2,2.0,Cat_6,B,5.577664974619289
463707,Female,No,36,No,Artist,0.0,1,1.0,Cat_5,B,5.604884318766066
465436,Female,No,25,Yes,Healthcare,0.0,1,3.0,Cat_5,B,5.425543478260869
464562,Female,No,31,No,5,8.0,1,3.0,Cat_6,D,5.382561307901907
465078,Male,Yes,43,Yes,Executive,0.0,3,4.0,Cat_6,B,5.510000000000001
460568,Female,Yes,33,Yes,Homemaker,0.0,3,2.0,Cat_3,C,5.62827763496144
459636,Male,No,30,Yes,Entertainment,14.0,1,1.0,Cat_6,D,5.450123456790123
466445,Female,5,21,No,Healthcare,5.0,1,4.0,Cat_6,D,5.670555555555556
460129,Female,No,25,Yes,Engineer,8.0,1,2.0,Cat_6,A,5.425543478260869
465373,Male,Yes,49,Yes,Artist,4.0,2,4.0,Cat_6,C,5.340104166666666
463966,Female,No,31,Yes,Artist,9.0,1,1.0,Cat_6,B,5.382561307901907
465467,Male,5,33,No,Healthcare,1.0,1,3.0,Cat_6,C,5.39891304347826
460918,Female,No,27,Yes,Doctor,14.0,1,8.0,Cat_6,C,5.554330708661417
465954,Female,No,33,Yes,Entertainment,11.0,1,3.0,Cat_6,A,5.62827763496144
465153,Male,Yes,35,Yes,Artist,1.0,2,2.0,Cat_6,A,5.618489583333333
466502,Male,No,19,No,Healthcare,1.0,1,5.0,Cat_3,D,5.6310160427807485
460819,Female,Yes,25,No,Marketing,0.0,3,5.0,Cat_4,D,5.425543478260869
464993,Male,Yes,57,No,Executive,4.0,3,4.0,Cat_6,C,5.496388888888888
463103,Male,Yes,45,No,Executive,1.0,2,4.0,Cat_6,B,5.33225
466302,Female,Yes,47,No,Homemaker,3.0,3,3.0,Cat_6,B,5.423209169054441
466521,Male,Yes,20,5,Marketing,1.0,2,3.0,Cat_3,A,5.475555555555555
464288,Female,No,33,Yes,Doctor,9.0,1,2.0,Cat_6,A,5.62827763496144
460240,Male,Yes,45,Yes,Artist,3.0,1,1.0,Cat_6,C,5.33225
459188,Male,No,27,No,Healthcare,1.0,1,3.0,Cat_6,C,5.409756097560975
465411,Female,Yes,38,Yes,Engineer,0.0,1,1.0,Cat_5,D,5.573066666666667
465595,Female,No,38,No,Engineer,0.0,1,3.0,Cat_4,C,5.573066666666667
466021,Male,No,87,No,Lawyer,1.0,1,1.0,Cat_6,A,5.0
461831,Male,No,30,Yes,Doctor,0.0,1,3.0,Cat_6,C,5.450123456790123
462556,Male,Yes,57,Yes,Entertainment,0.0,2,7.0,Cat_5,C,5.496388888888888
467321,Female,Yes,63,Yes,Artist,9.0,1,2.0,Cat_6,C,5.393859649122806
459327,Male,No,50,No,Doctor,9.0,1,3.0,Cat_6,D,5.47316384180791
461626,Male,Yes,68,Yes,Executive,0.0,3,2.0,Cat_6,C,5.389839572192513
463337,Female,Yes,33,No,Entertainment,1.0,1,2.0,Cat_3,A,5.62827763496144
467615,Female,Yes,37,Yes,Doctor,0.0,1,2.0,Cat_6,A,5.56231884057971
463597,Female,No,25,No,Engineer,0.0,1,6.0,Cat_6,C,5.425543478260869
463784,Female,No,29,No,Engineer,0.0,1,5.0,Cat_4,A,5.518207282913165
459513,Female,No,32,Yes,Healthcare,3.0,1,2.0,Cat_6,C,5.734249999999999
465804,Female,Yes,68,No,Engineer,0.0,1,1.0,Cat_4,A,5.381643835616439
465103,Male,Yes,86,Yes,Lawyer,1.0,3,2.0,Cat_6,A,5.0
464007,Male,Yes,49,Yes,Artist,0.0,1,3.0,Cat_6,B,5.340104166666666
463060,Female,Yes,32,Yes,Homemaker,12.0,3,2.0,Cat_6,D,5.734249999999999
461359,Male,Yes,28,Yes,Healthcare,1.0,1,4.0,Cat_7,D,5.354925373134328
467002,Female,No,26,Yes,Homemaker,9.0,1,5.0,Cat_6,D,5.390932642487047
465014,Male,Yes,83,No,Lawyer,1.0,1,1.0,Cat_6,A,5.0
459100,Female,No,63,Yes,Artist,14.0,1,1.0,Cat_6,B,5.393859649122806
464083,Male,Yes,65,No,Lawyer,0.0,3,2.0,Cat_6,C,5.339108910891089
464552,Female,Yes,38,Yes,Artist,1.0,2,3.0,Cat_4,C,5.573066666666667
460218,Male,Yes,61,Yes,Entertainment,1.0,1,1.0,Cat_6,D,5.574114441416893
460297,Female,Yes,46,Yes,Artist,8.0,1,2.0,Cat_6,B,5.458981233243968
467171,Female,No,30,Yes,Doctor,1.0,1,2.0,Cat_6,C,5.37621359223301
464809,Male,Yes,46,5,Entertainment,5.0,2,5.0,Cat_4,B,5.545454545454546
463008,Male,No,53,No,Entertainment,1.0,1,5.0,Cat_6,A,5.4153439153439145
464023,Male,No,22,No,Healthcare,0.0,1,5.0,Cat_7,D,5.591394658753709
467929,Female,Yes,42,Yes,Artist,1.0,2,2.0,Cat_6,C,5.681212121212121
461049,Female,Yes,57,Yes,Doctor,0.0,1,7.0,Cat_7,B,5.632957746478873
